City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Accuracy Score,Continent,Subdivision,latitude,longitude,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road %,Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Cork,Ireland,"220,000",Infrastructure,City Wide,29.4,22.3,90%,109%,52.7,-6.1,56,EU,,51.90,-8.47,,,,,,,,,,,,,,,,,,,,,
Cork,Ireland,"220,000",Infrastructure,Best Area,51.7,3.7,93%,107%,55.4,-7.6,81,EU,,51.90,-8.47,,,,,,,,,,,,,,,,,,,,,
Cork,Ireland,"220,000",Balanced,City Wide,32.7,22.8,90%,109%,56.6,-6.1,55,EU,,51.90,-8.47,,,,,,,,,,,,,,,,,,,,,
Cork,Ireland,"220,000",Balanced,Best Area,55.5,2.9,93%,107%,58.4,-7.6,81,EU,,51.90,-8.47,,,,,,,,,,,,,,,,,,,,,
Cork,Ireland,"220,000",Destination,City Wide,35.5,23.8,90%,109%,60.3,-6.1,55,EU,,51.90,-8.47,,,,,,,,,,,,,,,,,,,,,
Cork,Ireland,"220,000",Destination,Best Area,59.3,2.1,93%,107%,61.4,-7.6,81,EU,,51.90,-8.47,,,,,,,,,,,,,,,,,,,,,
Concepcion,Chile,"223,574",Infrastructure,City Wide,42.3,9.9,96%,104%,52.4,-3.3,56,Other,,-36.83,-73.05,,,,,,,,,,,,,,,,,,,,,
Concepcion,Chile,"223,574",Infrastructure,Best Area,52.2,0.6,94%,106%,52.8,-6.4,56,Other,,-36.83,-73.05,,,,,,,,,,,,,,,,,,,,,
Concepcion,Chile,"223,574",Balanced,City Wide,43.9,11.5,96%,104%,55.6,-3.3,56,Other,,-36.83,-73.05,,,,,,,,,,,,,,,,,,,,,
Concepcion,Chile,"223,574",Balanced,Best Area,55.4,0.3,94%,106%,55.7,-6.4,56,Other,,-36.83,-73.05,,,,,,,,,,,,,,,,,,,,,
Concepcion,Chile,"223,574",Destination,City Wide,45.6,13.0,96%,104%,58.7,-3.3,56,Other,,-36.83,-73.05,,,,,,,,,,,,,,,,,,,,,
Concepcion,Chile,"223,574",Destination,Best Area,58.6,0.3,94%,106%,58.9,-6.4,56,Other,,-36.83,-73.05,,,,,,,,,,,,,,,,,,,,,
Palermo,Italy,"630,000",Infrastructure,City Wide,32.9,15.1,86%,112%,48.4,-10.2,58,EU,,38.11,13.35,,,,,,,,,,,,,,,,,,,,,
Palermo,Italy,"630,000",Infrastructure,Best Area,48.0,0.5,87%,112%,48.5,-14.2,58,EU,,38.11,13.35,,,,,,,,,,,,,,,,,,,,,
Palermo,Italy,"630,000",Balanced,City Wide,38.4,17.0,86%,112%,55.8,-10.2,58,EU,,38.11,13.35,,,,,,,,,,,,,,,,,,,,,
Palermo,Italy,"630,000",Balanced,Best Area,55.4,1.1,87%,112%,56.5,-14.2,58,EU,,38.11,13.35,,,,,,,,,,,,,,,,,,,,,
Palermo,Italy,"630,000",Destination,City Wide,43.1,19.1,86%,112%,62.5,-10.2,58,EU,,38.11,13.35,,,,,,,,,,,,,,,,,,,,,
Palermo,Italy,"630,000",Destination,Best Area,62.2,1.6,87%,112%,63.8,-14.2,58,EU,,38.11,13.35,,,,,,,,,,,,,,,,,,,,,
Spokane,WA,"229,228",Infrastructure,City Wide,48.6,7.5,101%,99%,56.5,0.6,78,NA,,47.66,-117.42,,,,,,,,,,,,,,,,,,,,,
Spokane,WA,"229,228",Infrastructure,Best Area,56.1,2.3,101%,99%,58.4,1.5,80,NA,,47.66,-117.42,,,,,,,,,,,,,,,,,,,,,
Spokane,WA,"229,228",Balanced,City Wide,48.3,7.0,101%,99%,55.5,0.6,78,NA,,47.66,-117.42,,,,,,,,,,,,,,,,,,,,,
Spokane,WA,"229,228",Balanced,Best Area,55.3,1.8,101%,99%,57.1,1.5,80,NA,,47.66,-117.42,,,,,,,,,,,,,,,,,,,,,
Spokane,WA,"229,228",Destination,City Wide,48.0,6.6,101%,99%,54.7,0.6,78,NA,,47.66,-117.42,,,,,,,,,,,,,,,,,,,,,
Spokane,WA,"229,228",Destination,Best Area,54.6,1.2,101%,99%,55.8,1.5,80,NA,,47.66,-117.42,,,,,,,,,,,,,,,,,,,,,
San Jose,CA,"990,054",Infrastructure,City Wide,44.1,11.9,102%,99%,59.4,1.3,40,NA,,37.34,-121.89,,,,,,,,,,,,,,,,,,,,,
San Jose,CA,"990,054",Infrastructure,Best Area,56.0,6.9,101%,100%,62.9,1.0,71,NA,,37.34,-121.89,,,,,,,,,,,,,,,,,,,,,
San Jose,CA,"990,054",Balanced,City Wide,43.4,11.8,102%,99%,58.3,1.3,40,NA,,37.34,-121.89,,,,,,,,,,,,,,,,,,,,,
San Jose,CA,"990,054",Balanced,Best Area,55.2,6.8,101%,100%,62.0,1.0,71,NA,,37.34,-121.89,,,,,,,,,,,,,,,,,,,,,
San Jose,CA,"990,054",Destination,City Wide,42.8,12.2,102%,99%,59.6,1.3,40,NA,,37.34,-121.89,,,,,,,,,,,,,,,,,,,,,
San Jose,CA,"990,054",Destination,Best Area,55.0,7.3,101%,100%,62.3,1.0,71,NA,,37.34,-121.89,,,,,,,,,,,,,,,,,,,,,
Cochabamba,Bolivia,"630,587",Infrastructure,City Wide,26.8,18.3,88%,111%,46.8,-7.0,57,Other,,-17.40,-66.17,,,,,,,,,,,,,,,,,,,,,
Cochabamba,Bolivia,"630,587",Infrastructure,Best Area,45.1,2.7,82%,116%,47.8,-18.8,78,Other,,-17.40,-66.17,,,,,,,,,,,,,,,,,,,,,
Cochabamba,Bolivia,"630,587",Balanced,City Wide,30.5,24.7,88%,111%,57.8,-7.0,57,Other,,-17.40,-66.17,,,,,,,,,,,,,,,,,,,,,
Cochabamba,Bolivia,"630,587",Balanced,Best Area,55.2,3.3,82%,116%,58.5,-18.8,78,Other,,-17.40,-66.17,,,,,,,,,,,,,,,,,,,,,
Cochabamba,Bolivia,"630,587",Destination,City Wide,33.8,30.1,88%,111%,67.1,-7.0,57,Other,,-17.40,-66.17,,,,,,,,,,,,,,,,,,,,,
Cochabamba,Bolivia,"630,587",Destination,Best Area,63.9,3.8,82%,116%,67.7,-18.8,78,Other,,-17.40,-66.17,,,,,,,,,,,,,,,,,,,,,
Zhuhai,China,"2,004,290",Infrastructure,City Wide,28.8,31.3,109%,90%,66.0,5.0,3,Other,,22.27,113.57,,,,,,,,,,,,,,,,,,,,,
Zhuhai,China,"2,004,290",Infrastructure,Best Area,60.1,7.3,109%,90%,67.4,10.3,14,Other,,22.27,113.57,,,,,,,,,,,,,,,,,,,,,
Zhuhai,China,"2,004,290",Balanced,City Wide,26.4,28.8,109%,90%,60.7,5.0,3,Other,,22.27,113.57,,,,,,,,,,,,,,,,,,,,,
Zhuhai,China,"2,004,290",Balanced,Best Area,55.2,6.7,109%,90%,61.9,10.3,14,Other,,22.27,113.57,,,,,,,,,,,,,,,,,,,,,
Zhuhai,China,"2,004,290",Destination,City Wide,23.8,26.0,109%,90%,54.9,5.0,3,Other,,22.27,113.57,,,,,,,,,,,,,,,,,,,,,
Zhuhai,China,"2,004,290",Destination,Best Area,49.8,6.0,109%,90%,55.8,10.3,14,Other,,22.27,113.57,,,,,,,,,,,,,,,,,,,,,
Coventry,United Kingdom,"344,996",Infrastructure,City Wide,49.3,3.7,97%,104%,53.4,-3.5,66,EU,,52.41,-1.51,,,,,,,,,,,,,,,,,,,,,
Coventry,United Kingdom,"344,996",Infrastructure,Best Area,53.0,1.1,96%,104%,54.1,-4.4,66,EU,,52.41,-1.51,,,,,,,,,,,,,,,,,,,,,
Coventry,United Kingdom,"344,996",Balanced,City Wide,51.0,4.1,97%,104%,55.5,-3.5,66,EU,,52.41,-1.51,,,,,,,,,,,,,,,,,,,,,
Coventry,United Kingdom,"344,996",Balanced,Best Area,55.1,1.2,96%,104%,56.3,-4.4,66,EU,,52.41,-1.51,,,,,,,,,,,,,,,,,,,,,
Coventry,United Kingdom,"344,996",Destination,City Wide,52.8,4.6,97%,104%,57.6,-3.5,66,EU,,52.41,-1.51,,,,,,,,,,,,,,,,,,,,,
Coventry,United Kingdom,"344,996",Destination,Best Area,57.4,1.0,96%,104%,58.4,-4.4,66,EU,,52.41,-1.51,,,,,,,,,,,,,,,,,,,,,
Austin,TX,"967,862",Infrastructure,City Wide,38.7,16.4,103%,97%,57.3,2.3,30,NA,,30.27,-97.74,,,,,,,,,,,,,,,,,,,,,
Austin,TX,"967,862",Infrastructure,Best Area,55.1,5.7,100%,101%,60.8,-0.4,65,NA,,30.27,-97.74,,,,,,,,,,,,,,,,,,,,,
Austin,TX,"967,862",Balanced,City Wide,37.6,17.5,103%,97%,57.4,2.3,30,NA,,30.27,-97.74,,,,,,,,,,,,,,,,,,,,,
Austin,TX,"967,862",Balanced,Best Area,55.1,6.3,100%,101%,61.4,-0.4,65,NA,,30.27,-97.74,,,,,,,,,,,,,,,,,,,,,
Austin,TX,"967,862",Destination,City Wide,36.4,19.1,103%,97%,59.1,2.3,30,NA,,30.27,-97.74,,,,,,,,,,,,,,,,,,,,,
Austin,TX,"967,862",Destination,Best Area,55.5,6.5,100%,101%,62.0,-0.4,65,NA,,30.27,-97.74,,,,,,,,,,,,,,,,,,,,,
Chisinau,Moldova,"567,038",Infrastructure,City Wide,34.0,10.3,79%,118%,44.7,-16.6,74,EU,,47.02,28.83,,,,,,,,,,,,,,,,,,,,,
Chisinau,Moldova,"567,038",Infrastructure,Best Area,44.3,1.4,81%,117%,45.7,-19.8,74,EU,,47.02,28.83,,,,,,,,,,,,,,,,,,,,,
Chisinau,Moldova,"567,038",Balanced,City Wide,43.0,12.0,79%,118%,55.5,-16.6,74,EU,,47.02,28.83,,,,,,,,,,,,,,,,,,,,,
Chisinau,Moldova,"567,038",Balanced,Best Area,55.0,1.9,81%,117%,56.9,-19.8,74,EU,,47.02,28.83,,,,,,,,,,,,,,,,,,,,,
Chisinau,Moldova,"567,038",Destination,City Wide,50.6,13.5,79%,118%,64.5,-16.6,74,EU,,47.02,28.83,,,,,,,,,,,,,,,,,,,,,
Chisinau,Moldova,"567,038",Destination,Best Area,64.1,2.3,81%,117%,66.4,-19.8,74,EU,,47.02,28.83,,,,,,,,,,,,,,,,,,,,,
Raleigh,NC,"470,763",Infrastructure,City Wide,42.8,14.6,103%,96%,57.7,3.1,78,NA,,35.78,-78.64,,,,,,,,,,,,,,,,,,,,,
Raleigh,NC,"470,763",Infrastructure,Best Area,57.4,3.9,105%,98%,61.3,3.8,91,NA,,35.78,-78.64,,,,,,,,,,,,,,,,,,,,,
Raleigh,NC,"470,763",Balanced,City Wide,41.4,13.5,103%,96%,55.8,3.1,78,NA,,35.78,-78.64,,,,,,,,,,,,,,,,,,,,,
Raleigh,NC,"470,763",Balanced,Best Area,54.9,2.3,105%,98%,57.2,3.8,91,NA,,35.78,-78.64,,,,,,,,,,,,,,,,,,,,,
Raleigh,NC,"470,763",Destination,City Wide,39.7,13.9,103%,96%,55.5,3.1,78,NA,,35.78,-78.64,,,,,,,,,,,,,,,,,,,,,
Raleigh,NC,"470,763",Destination,Best Area,53.6,3.2,105%,98%,56.8,3.8,91,NA,,35.78,-78.64,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,MI,"197,768",Infrastructure,City Wide,44.1,14.6,102%,97%,60.3,2.1,82,NA,,42.96,-85.67,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,MI,"197,768",Infrastructure,Best Area,58.7,7.1,107%,93%,65.8,7.6,88,NA,,42.96,-85.67,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,MI,"197,768",Balanced,City Wide,43.1,11.7,102%,97%,56.1,2.1,82,NA,,42.96,-85.67,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,MI,"197,768",Balanced,Best Area,54.8,2.2,107%,93%,57.0,7.6,88,NA,,42.96,-85.67,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,MI,"197,768",Destination,City Wide,42.0,9.1,102%,97%,52.2,2.1,82,NA,,42.96,-85.67,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,MI,"197,768",Destination,Best Area,51.1,1.6,107%,93%,52.7,7.6,88,NA,,42.96,-85.67,,,,,,,,,,,,,,,,,,,,,
Charlottetown,PE,"41,034",Infrastructure,City Wide,57.1,2.1,108%,91%,59.5,8.9,44,NA,,46.24,-63.13,,,,,,,,,,,,,,,,,,,,,
Charlottetown,PE,"41,034",Infrastructure,Best Area,59.2,0.7,108%,91%,59.9,9.2,44,NA,,46.24,-63.13,,,,,,,,,,,,,,,,,,,,,
Charlottetown,PE,"41,034",Balanced,City Wide,52.7,2.0,108%,91%,54.9,8.9,44,NA,,46.24,-63.13,,,,,,,,,,,,,,,,,,,,,
Charlottetown,PE,"41,034",Balanced,Best Area,54.7,0.6,108%,91%,55.3,9.2,44,NA,,46.24,-63.13,,,,,,,,,,,,,,,,,,,,,
Charlottetown,PE,"41,034",Destination,City Wide,48.2,1.8,108%,91%,50.2,8.9,44,NA,,46.24,-63.13,,,,,,,,,,,,,,,,,,,,,
Charlottetown,PE,"41,034",Destination,Best Area,50.0,0.4,108%,91%,50.4,9.2,44,NA,,46.24,-63.13,,,,,,,,,,,,,,,,,,,,,
Cali,Colombia,"2,280,522",Infrastructure,City Wide,49.7,3.2,96%,103%,53.3,-3.7,29,Other,,3.45,-76.53,,,,,,,,,,,,,,,,,,,,,
Cali,Colombia,"2,280,522",Infrastructure,Best Area,52.9,1.6,97%,104%,54.5,-3.8,29,Other,,3.45,-76.53,,,,,,,,,,,,,,,,,,,,,
Cali,Colombia,"2,280,522",Balanced,City Wide,51.6,3.1,96%,103%,54.9,-3.7,29,Other,,3.45,-76.53,,,,,,,,,,,,,,,,,,,,,
Cali,Colombia,"2,280,522",Balanced,Best Area,54.7,1.5,97%,104%,56.2,-3.8,29,Other,,3.45,-76.53,,,,,,,,,,,,,,,,,,,,,
Cali,Colombia,"2,280,522",Destination,City Wide,53.4,3.3,96%,103%,56.8,-3.7,29,Other,,3.45,-76.53,,,,,,,,,,,,,,,,,,,,,
Cali,Colombia,"2,280,522",Destination,Best Area,56.7,1.3,97%,104%,58.0,-3.8,29,Other,,3.45,-76.53,,,,,,,,,,,,,,,,,,,,,
St. Petersburg,FL,"260,646",Infrastructure,City Wide,47.6,8.0,100%,100%,55.6,0.2,69,NA,,27.77,-82.63,,,,,,,,,,,,,,,,,,,,,
St. Petersburg,FL,"260,646",Infrastructure,Best Area,55.6,2.2,102%,98%,57.8,1.8,69,NA,,27.77,-82.63,,,,,,,,,,,,,,,,,,,,,
St. Petersburg,FL,"260,646",Balanced,City Wide,47.5,7.2,100%,100%,54.9,0.2,69,NA,,27.77,-82.63,,,,,,,,,,,,,,,,,,,,,
St. Petersburg,FL,"260,646",Balanced,Best Area,54.7,1.7,102%,98%,56.4,1.8,69,NA,,27.77,-82.63,,,,,,,,,,,,,,,,,,,,,
St. Petersburg,FL,"260,646",Destination,City Wide,47.4,6.4,100%,100%,54.0,0.2,69,NA,,27.77,-82.63,,,,,,,,,,,,,,,,,,,,,
St. Petersburg,FL,"260,646",Destination,Best Area,53.8,1.1,102%,98%,54.9,1.8,69,NA,,27.77,-82.63,,,,,,,,,,,,,,,,,,,,,
Cleveland,OH,"367,523",Infrastructure,City Wide,42.1,13.1,99%,101%,55.8,-0.8,43,NA,,41.50,-81.69,,,,,,,,,,,,,,,,,,,,,
Cleveland,OH,"367,523",Infrastructure,Best Area,55.2,2.6,101%,100%,57.8,0.5,66,NA,,41.50,-81.69,,,,,,,,,,,,,,,,,,,,,
Cleveland,OH,"367,523",Balanced,City Wide,42.5,12.2,99%,101%,55.9,-0.8,43,NA,,41.50,-81.69,,,,,,,,,,,,,,,,,,,,,
Cleveland,OH,"367,523",Balanced,Best Area,54.7,3.0,101%,100%,57.7,0.5,66,NA,,41.50,-81.69,,,,,,,,,,,,,,,,,,,,,
Cleveland,OH,"367,523",Destination,City Wide,42.9,11.8,99%,101%,56.4,-0.8,43,NA,,41.50,-81.69,,,,,,,,,,,,,,,,,,,,,
Cleveland,OH,"367,523",Destination,Best Area,54.7,3.0,101%,100%,57.7,0.5,66,NA,,41.50,-81.69,,,,,,,,,,,,,,,,,,,,,
Ames,IA,"66,112",Infrastructure,City Wide,57.8,0.2,106%,93%,58.1,7.0,74,NA,,42.03,-93.62,,,,,,,,,,,,,,,,,,,,,
Ames,IA,"66,112",Infrastructure,Best Area,58.0,0.2,106%,93%,58.2,7.1,74,NA,,42.03,-93.62,,,,,,,,,,,,,,,,,,,,,
Ames,IA,"66,112",Balanced,City Wide,54.4,0.2,106%,93%,54.6,7.0,74,NA,,42.03,-93.62,,,,,,,,,,,,,,,,,,,,,
Ames,IA,"66,112",Balanced,Best Area,54.6,0.1,106%,93%,54.7,7.1,74,NA,,42.03,-93.62,,,,,,,,,,,,,,,,,,,,,
Ames,IA,"66,112",Destination,City Wide,50.8,0.1,106%,93%,50.9,7.0,74,NA,,42.03,-93.62,,,,,,,,,,,,,,,,,,,,,
Ames,IA,"66,112",Destination,Best Area,50.9,0.0,106%,93%,50.9,7.1,74,NA,,42.03,-93.62,,,,,,,,,,,,,,,,,,,,,
Guayaquil,Ecuador,"2,746,403",Infrastructure,City Wide,34.9,10.5,81%,116%,45.8,-15.3,76,Other,,-2.19,-79.89,,,,,,,,,,,,,,,,,,,,,
Guayaquil,Ecuador,"2,746,403",Infrastructure,Best Area,45.4,1.2,83%,115%,46.6,-17.1,76,Other,,-2.19,-79.89,,,,,,,,,,,,,,,,,,,,,
Guayaquil,Ecuador,"2,746,403",Balanced,City Wide,43.2,11.3,81%,116%,55.4,-15.3,76,Other,,-2.19,-79.89,,,,,,,,,,,,,,,,,,,,,
Guayaquil,Ecuador,"2,746,403",Balanced,Best Area,54.5,1.8,83%,115%,56.3,-17.1,76,Other,,-2.19,-79.89,,,,,,,,,,,,,,,,,,,,,
Guayaquil,Ecuador,"2,746,403",Destination,City Wide,50.2,12.3,81%,116%,63.6,-15.3,76,Other,,-2.19,-79.89,,,,,,,,,,,,,,,,,,,,,
Guayaquil,Ecuador,"2,746,403",Destination,Best Area,62.5,2.1,83%,115%,64.6,-17.1,76,Other,,-2.19,-79.89,,,,,,,,,,,,,,,,,,,,,
Burlington,VT,"44,649",Infrastructure,City Wide,55.5,0.5,103%,96%,56.0,3.7,71,NA,,44.48,-73.21,,,,,,,,,,,,,,,,,,,,,
Burlington,VT,"44,649",Infrastructure,Best Area,56.0,0.6,103%,97%,56.6,3.2,71,NA,,44.48,-73.21,,,,,,,,,,,,,,,,,,,,,
Burlington,VT,"44,649",Balanced,City Wide,53.7,0.7,103%,96%,54.6,3.7,71,NA,,44.48,-73.21,,,,,,,,,,,,,,,,,,,,,
Burlington,VT,"44,649",Balanced,Best Area,54.4,0.7,103%,97%,55.1,3.2,71,NA,,44.48,-73.21,,,,,,,,,,,,,,,,,,,,,
Burlington,VT,"44,649",Destination,City Wide,51.8,1.0,103%,96%,53.3,3.7,71,NA,,44.48,-73.21,,,,,,,,,,,,,,,,,,,,,
Burlington,VT,"44,649",Destination,Best Area,52.8,0.7,103%,97%,53.5,3.2,71,NA,,44.48,-73.21,,,,,,,,,,,,,,,,,,,,,
Whitehorse,YT,"35,273",Infrastructure,City Wide,44.0,16.5,113%,85%,60.7,10.9,79,NA,,60.72,-135.05,,,,,,,,,,,,,,,,,,,,,
Whitehorse,YT,"35,273",Infrastructure,Best Area,60.5,2.7,111%,87%,63.2,13.0,92,NA,,60.72,-135.05,,,,,,,,,,,,,,,,,,,,,
Whitehorse,YT,"35,273",Balanced,City Wide,39.0,15.4,113%,85%,54.6,10.9,79,NA,,60.72,-135.05,,,,,,,,,,,,,,,,,,,,,
Whitehorse,YT,"35,273",Balanced,Best Area,54.4,2.0,111%,87%,56.4,13.0,92,NA,,60.72,-135.05,,,,,,,,,,,,,,,,,,,,,
Whitehorse,YT,"35,273",Destination,City Wide,33.1,14.4,113%,85%,47.8,10.9,79,NA,,60.72,-135.05,,,,,,,,,,,,,,,,,,,,,
Whitehorse,YT,"35,273",Destination,Best Area,47.5,1.3,111%,87%,48.8,13.0,92,NA,,60.72,-135.05,,,,,,,,,,,,,,,,,,,,,
Hobart,TAS,"56,000",Infrastructure,City Wide,38.8,14.2,96%,103%,52.9,-2.9,66,Other,,-42.89,147.27,,,,,,,,,,,,,,,,,,,,,
Hobart,TAS,"56,000",Infrastructure,Best Area,53.0,2.1,98%,102%,55.1,-2.4,66,Other,,-42.89,147.27,,,,,,,,,,,,,,,,,,,,,
Hobart,TAS,"56,000",Balanced,City Wide,40.3,13.9,96%,103%,54.4,-2.9,66,Other,,-42.89,147.27,,,,,,,,,,,,,,,,,,,,,
Hobart,TAS,"56,000",Balanced,Best Area,54.2,0.6,98%,102%,54.8,-2.4,66,Other,,-42.89,147.27,,,,,,,,,,,,,,,,,,,,,
Hobart,TAS,"56,000",Destination,City Wide,41.7,13.7,96%,103%,55.7,-2.9,66,Other,,-42.89,147.27,,,,,,,,,,,,,,,,,,,,,
Hobart,TAS,"56,000",Destination,Best Area,55.4,0.5,98%,102%,55.9,-2.4,66,Other,,-42.89,147.27,,,,,,,,,,,,,,,,,,,,,
Piraeus,Greece,"170,000",Infrastructure,City Wide,36.6,5.7,75%,121%,43.2,-22.4,44,EU,,37.95,23.66,,,,,,,,,,,,,,,,,,,,,
Piraeus,Greece,"170,000",Infrastructure,Best Area,42.3,4.4,78%,118%,46.7,-21.6,44,EU,,37.95,23.66,,,,,,,,,,,,,,,,,,,,,
Piraeus,Greece,"170,000",Balanced,City Wide,48.7,5.3,75%,121%,55.4,-22.4,44,EU,,37.95,23.66,,,,,,,,,,,,,,,,,,,,,
Piraeus,Greece,"170,000",Balanced,Best Area,54.0,5.9,78%,118%,59.9,-21.6,44,EU,,37.95,23.66,,,,,,,,,,,,,,,,,,,,,
Piraeus,Greece,"170,000",Destination,City Wide,59.0,4.9,75%,121%,65.4,-22.4,44,EU,,37.95,23.66,,,,,,,,,,,,,,,,,,,,,
Piraeus,Greece,"170,000",Destination,Best Area,63.9,6.8,78%,118%,70.7,-21.6,44,EU,,37.95,23.66,,,,,,,,,,,,,,,,,,,,,
Porto,Portugal,"231,800",Infrastructure,City Wide,39.4,9.0,84%,114%,49.2,-14.3,52,EU,,41.15,-8.61,,,,,,,,,,,,,,,,,,,,,
Porto,Portugal,"231,800",Infrastructure,Best Area,48.4,1.4,90%,113%,49.8,-12.4,52,EU,,41.15,-8.61,,,,,,,,,,,,,,,,,,,,,
Porto,Portugal,"231,800",Balanced,City Wide,47.0,7.0,84%,114%,54.1,-14.3,52,EU,,41.15,-8.61,,,,,,,,,,,,,,,,,,,,,
Porto,Portugal,"231,800",Balanced,Best Area,54.0,1.6,90%,113%,55.6,-12.4,52,EU,,41.15,-8.61,,,,,,,,,,,,,,,,,,,,,
Porto,Portugal,"231,800",Destination,City Wide,53.7,7.1,84%,114%,61.8,-14.3,52,EU,,41.15,-8.61,,,,,,,,,,,,,,,,,,,,,
Porto,Portugal,"231,800",Destination,Best Area,60.8,4.5,90%,113%,65.3,-12.4,52,EU,,41.15,-8.61,,,,,,,,,,,,,,,,,,,,,
Toulon,France,"170,000",Infrastructure,City Wide,39.8,10.6,91%,108%,50.7,-7.1,63,EU,,43.13,5.93,,,,,,,,,,,,,,,,,,,,,
Toulon,France,"170,000",Infrastructure,Best Area,50.4,0.8,93%,106%,51.2,-7.0,63,EU,,43.13,5.93,,,,,,,,,,,,,,,,,,,,,
Toulon,France,"170,000",Balanced,City Wide,43.5,10.5,91%,108%,54.2,-7.1,63,EU,,43.13,5.93,,,,,,,,,,,,,,,,,,,,,
Toulon,France,"170,000",Balanced,Best Area,54.0,0.5,93%,106%,54.5,-7.0,63,EU,,43.13,5.93,,,,,,,,,,,,,,,,,,,,,
Toulon,France,"170,000",Destination,City Wide,46.9,10.5,91%,108%,57.5,-7.1,63,EU,,43.13,5.93,,,,,,,,,,,,,,,,,,,,,
Toulon,France,"170,000",Destination,Best Area,57.4,0.5,93%,106%,57.9,-7.0,63,EU,,43.13,5.93,,,,,,,,,,,,,,,,,,,,,
Halifax,NS,"530,000",Infrastructure,City Wide,39.3,10.1,94%,106%,49.6,-5.1,71,NA,,44.65,-63.59,,,,,,,,,,,,,,,,,,,,,
Halifax,NS,"530,000",Infrastructure,Best Area,49.4,3.2,91%,110%,52.6,-9.8,71,NA,,44.65,-63.59,,,,,,,,,,,,,,,,,,,,,
Halifax,NS,"530,000",Balanced,City Wide,42.0,12.0,94%,106%,54.5,-5.1,71,NA,,44.65,-63.59,,,,,,,,,,,,,,,,,,,,,
Halifax,NS,"530,000",Balanced,Best Area,54.0,0.6,91%,110%,54.6,-9.8,71,NA,,44.65,-63.59,,,,,,,,,,,,,,,,,,,,,
Halifax,NS,"530,000",Destination,City Wide,44.4,14.8,94%,106%,59.7,-5.1,71,NA,,44.65,-63.59,,,,,,,,,,,,,,,,,,,,,
Halifax,NS,"530,000",Destination,Best Area,59.2,0.6,91%,110%,59.8,-9.8,71,NA,,44.65,-63.59,,,,,,,,,,,,,,,,,,,,,
New Orleans,LA,"376,035",Infrastructure,City Wide,39.5,9.9,96%,103%,50.7,-3.1,61,NA,,29.96,-90.07,,,,,,,,,,,,,,,,,,,,,
New Orleans,LA,"376,035",Infrastructure,Best Area,49.4,2.1,91%,108%,51.5,-9.0,61,NA,,29.96,-90.07,,,,,,,,,,,,,,,,,,,,,
New Orleans,LA,"376,035",Balanced,City Wide,41.2,12.8,96%,103%,54.8,-3.1,61,NA,,29.96,-90.07,,,,,,,,,,,,,,,,,,,,,
New Orleans,LA,"376,035",Balanced,Best Area,54.0,1.2,91%,108%,55.2,-9.0,61,NA,,29.96,-90.07,,,,,,,,,,,,,,,,,,,,,
New Orleans,LA,"376,035",Destination,City Wide,42.6,15.8,96%,103%,59.1,-3.1,61,NA,,29.96,-90.07,,,,,,,,,,,,,,,,,,,,,
New Orleans,LA,"376,035",Destination,Best Area,58.4,1.2,91%,108%,59.6,-9.0,61,NA,,29.96,-90.07,,,,,,,,,,,,,,,,,,,,,
Varna,Bulgaria,"336,505",Infrastructure,City Wide,37.1,11.7,94%,106%,48.7,-4.8,71,EU,,43.21,27.92,,,,,,,,,,,,,,,,,,,,,
Varna,Bulgaria,"336,505",Infrastructure,Best Area,48.8,1.1,90%,109%,49.9,-10.0,71,EU,,43.21,27.92,,,,,,,,,,,,,,,,,,,,,
Varna,Bulgaria,"336,505",Balanced,City Wide,39.5,14.5,94%,106%,54.1,-4.8,71,EU,,43.21,27.92,,,,,,,,,,,,,,,,,,,,,
Varna,Bulgaria,"336,505",Balanced,Best Area,54.0,0.7,90%,109%,54.7,-10.0,71,EU,,43.21,27.92,,,,,,,,,,,,,,,,,,,,,
Varna,Bulgaria,"336,505",Destination,City Wide,41.9,16.9,94%,106%,58.9,-4.8,71,EU,,43.21,27.92,,,,,,,,,,,,,,,,,,,,,
Varna,Bulgaria,"336,505",Destination,Best Area,58.8,0.5,90%,109%,59.3,-10.0,71,EU,,43.21,27.92,,,,,,,,,,,,,,,,,,,,,
Tulsa,OK,"410,000",Infrastructure,City Wide,35.4,20.6,99%,101%,57.7,-0.8,72,NA,,36.16,-95.99,,,,,,,,,,,,,,,,,,,,,
Tulsa,OK,"410,000",Infrastructure,Best Area,56.0,3.6,104%,96%,59.6,4.0,87,NA,,36.16,-95.99,,,,,,,,,,,,,,,,,,,,,
