City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road (miles),Shared Road %,Other (miles),Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Riyadh,Saudi Arabia,7009100.0,Balanced,City Wide,26.6,15.0,108%,89%,43.6,4.8,,,,,,,,,,,,0.3,0.008,,,,,,,,,,
Riyadh,Saudi Arabia,7009100.0,Balanced,Best Area,41.6,6.2,113%,86%,47.8,11.2,,,,,,,,,,,,0.6,0.008,,20.0,,26.0,,,,,,
Riyadh,Saudi Arabia,7009100.0,Destination,City Wide,23.8,12.1,108%,89%,37.7,4.8,,,,,,,,,,,,0.3,0.008,,,,,,,,,,
Riyadh,Saudi Arabia,7009100.0,Destination,Best Area,35.9,5.5,113%,86%,41.4,11.2,,,,,,,,,,,,0.3,0.004,,31.0,0.0,39.0,,,,,,
Santa Cruz de la Sierra,Bolivia,1606671.0,Infrastructure,City Wide,26.0,9.7,98%,102%,36.6,-0.9,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz de la Sierra,Bolivia,1606671.0,Infrastructure,Best Area,35.7,14.4,90%,110%,50.1,-8.1,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz de la Sierra,Bolivia,1606671.0,Balanced,City Wide,26.5,13.3,98%,102%,41.7,-0.9,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz de la Sierra,Bolivia,1606671.0,Balanced,Best Area,39.8,18.2,90%,110%,58.0,-8.1,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz de la Sierra,Bolivia,1606671.0,Destination,City Wide,26.9,16.9,98%,102%,44.6,-0.9,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz de la Sierra,Bolivia,1606671.0,Destination,Best Area,43.8,21.6,90%,110%,65.4,-8.1,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,Thailand,11500000.0,Infrastructure,City Wide,24.9,20.4,95%,104%,49.0,-2.4,,,,,,,,,,,,,,,,,,,,,0.6,,
Bangkok,Thailand,11500000.0,Infrastructure,Best Area,45.3,12.6,100%,101%,57.9,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,Thailand,11500000.0,Balanced,City Wide,26.3,19.1,95%,104%,50.6,-2.4,,,,,,,,,,,,,,,,,,,,,0.6,,
Bangkok,Thailand,11500000.0,Balanced,Best Area,45.4,15.6,100%,101%,61.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,Thailand,11500000.0,Destination,City Wide,27.3,18.5,95%,104%,48.3,-2.4,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,Thailand,11500000.0,Destination,Best Area,45.8,20.2,100%,101%,66.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Maputo,Mozambique,1088449.0,Infrastructure,City Wide,25.4,3.9,99%,100%,29.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Maputo,Mozambique,1088449.0,Infrastructure,Best Area,29.3,2.4,90%,111%,31.7,-6.7,,0.0,,,,,,,,,,,,,,,,,,,,,
Maputo,Mozambique,1088449.0,Balanced,City Wide,25.7,6.8,99%,100%,34.8,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Maputo,Mozambique,1088449.0,Balanced,Best Area,32.5,6.0,90%,111%,38.5,-6.7,,0.0,,,,,,,,,,,,,,,,,,,,,
Maputo,Mozambique,1088449.0,Destination,City Wide,25.8,10.2,99%,100%,39.6,-0.4,,0.0,,,,,,,,,,,,,,,,,,,,,
Maputo,Mozambique,1088449.0,Destination,Best Area,36.0,8.2,90%,111%,44.2,-6.7,,0.0,,,,,,,,,,,,,,0.0,,,,,,,
Memphis,TN,629063.0,Infrastructure,City Wide,24.4,16.2,96%,103%,42.1,-1.9,,,0.088,,0.017,,0.067,,0,,0.875,,,,,,,,,,,,
Memphis,TN,629063.0,Infrastructure,Best Area,40.6,24.4,103%,98%,65.0,1.9,,,,,,,0.056,,0.002,,0.668,,,,,,,,,,,,
Memphis,TN,629063.0,Balanced,City Wide,25.5,14.1,96%,103%,41.6,-1.9,,,0.088,,0.016,,0.067,,0,,0.876,,,,,,,,,,,,
Memphis,TN,629063.0,Balanced,Best Area,39.6,17.5,103%,98%,57.1,1.9,,,,,,,0.053,,0.002,,0.673,,,,,,,,,,,,
Memphis,TN,629063.0,Destination,City Wide,26.3,12.4,96%,103%,41.6,-1.9,,,0.092,,0.021,,0.067,,0,,0.872,,,,,,,,,,,,
Memphis,TN,629063.0,Destination,Best Area,38.7,11.6,103%,98%,50.3,1.9,,,,,,,0.05,,0.001,,0.681,,,,,,,,,,,,
Kano,Nigeria,4800000.0,Infrastructure,City Wide,26.4,5.4,104%,95%,32.4,2.3,,,0.032,,0,,0,,,,0.964,0.3,0.004,,13.0,,20.0,,,,,,
Kano,Nigeria,4800000.0,Infrastructure,Best Area,31.8,1.3,107%,92%,33.1,4.5,,,0.057,,0,,0,,,,0.941,0.2,0.002,,15.0,,24.0,,,,,,
Kano,Nigeria,4800000.0,Balanced,City Wide,25.3,4.3,104%,95%,30.1,2.3,,,0.034,,0,,0,,,,0.963,0.2,0.003,,,,,,,,,,
Kano,Nigeria,4800000.0,Balanced,Best Area,29.6,0.8,107%,92%,30.4,4.5,,,0.057,,0,,0,,,,0.941,0.2,0.002,,15.0,,24.0,,,,,,
Kano,Nigeria,4800000.0,Destination,City Wide,24.1,3.2,104%,95%,27.5,2.3,,,0.034,,0,,0,,,,0.963,0.2,0.003,,,,,,,,,,
Kano,Nigeria,4800000.0,Destination,Best Area,27.3,0.3,107%,92%,27.6,4.5,,,0.057,,0,,0,,,,0.942,0.1,0.001,,16.0,,26.0,,,,,,
Istanbul,Turkey,15701602.0,Infrastructure,City Wide,24.6,16.8,98%,102%,43.6,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Istanbul,Turkey,15701602.0,Infrastructure,Best Area,41.4,20.8,91%,109%,62.2,-8.2,,,,,,,,,,,,,,,,,,,,,,,
Istanbul,Turkey,15701602.0,Balanced,City Wide,25.2,20.5,98%,102%,47.8,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Istanbul,Turkey,15701602.0,Balanced,Best Area,45.7,25.3,91%,109%,71.0,-8.2,,,,,,,,,,,,,,,,,,,,,,,
Istanbul,Turkey,15701602.0,Destination,City Wide,25.7,23.9,98%,102%,50.4,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Istanbul,Turkey,15701602.0,Destination,Best Area,49.6,29.2,91%,109%,78.8,-8.2,,,,,,,,,,,,,,,,,,,,,,,
Astana  [Nur-Sultan],Kazakhstan,1622245.0,Infrastructure,City Wide,23.0,11.6,92%,108%,38.3,-3.9,,,,,,,,,,,,,,18.0,,,,,,,,,
Astana  [Nur-Sultan],Kazakhstan,1622245.0,Infrastructure,Best Area,34.6,8.8,92%,109%,43.4,-6.4,2.0,,,,,,,,,16.10,,,,22.0,,,,6.3,,1.0,0.7,,
Astana  [Nur-Sultan],Kazakhstan,1622245.0,Balanced,City Wide,25.0,12.7,92%,108%,39.5,-3.9,,,,,,,,,,,,,,18.0,,,,4.1,,,,,
Astana  [Nur-Sultan],Kazakhstan,1622245.0,Balanced,Best Area,37.7,7.0,92%,109%,44.7,-6.4,,,,,,,,,,13.50,,,,19.0,,,,7.8,,0.9,0.7,,
Astana  [Nur-Sultan],Kazakhstan,1622245.0,Destination,City Wide,26.9,14.1,92%,108%,43.4,-3.9,,,,,,,,,,,,,,18.0,,,,,,,,,
Astana  [Nur-Sultan],Kazakhstan,1622245.0,Destination,Best Area,41.0,6.2,92%,109%,47.2,-6.4,,,,,,,,,,13.60,,,,18.0,,,,7.6,,0.9,0.6,,
Louisville,KY,633045.0,Infrastructure,City Wide,24.0,23.4,98%,101%,49.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,
Louisville,KY,633045.0,Infrastructure,Best Area,47.4,21.3,103%,96%,68.7,3.4,,,,,,,,,,,,,,,,,,,,,,,
Louisville,KY,633045.0,Balanced,City Wide,24.5,21.3,98%,101%,49.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,
Louisville,KY,633045.0,Balanced,Best Area,45.8,14.0,103%,96%,59.8,3.4,,,,,,,,,,,,,,,,,,,,,,,
Louisville,KY,633045.0,Destination,City Wide,24.7,19.3,98%,101%,48.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,
Louisville,KY,633045.0,Destination,Best Area,44.0,12.4,103%,96%,56.4,3.4,,,,,,,,,,,,,,,,,,,,,,,
Abidjan,Ivory Coast,6256340.0,Infrastructure,City Wide,22.9,12.2,94%,105%,37.7,-2.6,,,,,,,,,,,,,,,,,,,,,,,
Abidjan,Ivory Coast,6256340.0,Infrastructure,Best Area,35.1,6.4,82%,116%,41.5,-14.6,,0.0,,,,,,,,,,,,,,,,,,,,,
Abidjan,Ivory Coast,6256340.0,Balanced,City Wide,24.4,18.5,94%,105%,46.1,-2.6,,,,,,,,,,,,,,,,,,,,,,,
Abidjan,Ivory Coast,6256340.0,Balanced,Best Area,42.9,9.2,82%,116%,52.1,-14.6,,0.0,,,,,,,,,,,,,,,,,,,,,
Abidjan,Ivory Coast,6256340.0,Destination,City Wide,25.5,24.2,94%,105%,54.4,-2.6,,,,,,,,,,,,,,,,,,,,,,,
Abidjan,Ivory Coast,6256340.0,Destination,Best Area,49.7,11.1,82%,116%,60.8,-14.6,,0.0,,,,,,,,,,,,,,,,,,,,,
Algiers,Algeria,3057000.0,Infrastructure,City Wide,20.9,12.4,86%,112%,34.1,-6.5,1.0,,,,,,,,,,,,,,,,,,1.1,0.8,0.5,,
Algiers,Algeria,3057000.0,Infrastructure,Best Area,33.3,15.1,89%,111%,48.4,-8.3,,,,,,,,,,,,,,,,,,,,,,,
Algiers,Algeria,3057000.0,Balanced,City Wide,24.4,13.1,86%,112%,39.5,-6.5,1.0,,,,,,,,,,,,,,,,,,1.1,0.7,0.5,,
Algiers,Algeria,3057000.0,Balanced,Best Area,37.5,10.5,89%,111%,48.0,-8.3,,,,,,,,,,,,,,,,,,,,,,,
Algiers,Algeria,3057000.0,Destination,City Wide,27.4,14.2,86%,112%,44.5,-6.5,1.0,,,,,,,,,,,,,,,,,,1.0,0.7,0.5,,
Algiers,Algeria,3057000.0,Destination,Best Area,41.6,9.4,89%,111%,51.0,-8.3,,,,,,,,,,,,,,,,,,,,,,,
Addis Ababa,Ethiopia,2739551.0,Infrastructure,City Wide,23.5,6.2,97%,103%,28.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,
Addis Ababa,Ethiopia,2739551.0,Infrastructure,Best Area,29.7,11.0,91%,109%,40.7,-6.0,,,,,,,,,,,,,,,,,,,,,,,
Addis Ababa,Ethiopia,2739551.0,Balanced,City Wide,24.3,8.4,97%,103%,32.4,-1.5,,,,,,,,,,,,,,,,,,,,,,,
Addis Ababa,Ethiopia,2739551.0,Balanced,Best Area,32.7,10.9,91%,109%,43.6,-6.0,,,,,,,,,,,,,,,,,,,,1.0,,,
Addis Ababa,Ethiopia,2739551.0,Destination,City Wide,25.0,10.7,97%,103%,36.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,
Addis Ababa,Ethiopia,2739551.0,Destination,Best Area,35.7,12.3,91%,109%,48.0,-6.0,,,,,,,,,,,,0.7,,,,,,,,,,,
Ulaanbaatar,Mongolia,1600000.0,Infrastructure,City Wide,24.0,11.3,100%,95%,35.3,1.4,,,,,,,,,,,,,0.647,,,,,,,,,,
Ulaanbaatar,Mongolia,1600000.0,Infrastructure,Best Area,35.3,13.1,92%,110%,48.4,-6.8,,,,,,,,,,,,,0.664,,,,,,,,,,
Ulaanbaatar,Mongolia,1600000.0,Balanced,City Wide,23.9,14.4,100%,95%,40.5,1.4,,,,,,,,,,,,,0.648,,,,,,,,,,
Ulaanbaatar,Mongolia,1600000.0,Balanced,Best Area,38.3,8.4,92%,110%,46.7,-6.8,,,,,,,,,,,,,0.349,,,,,,,,,,
Ulaanbaatar,Mongolia,1600000.0,Destination,City Wide,22.6,19.5,100%,95%,45.6,1.4,,,,,,,,,,,,,0.637,,,,,,,,,,
Ulaanbaatar,Mongolia,1600000.0,Destination,Best Area,42.1,12.2,92%,110%,54.3,-6.8,,,,,,,,,,20.80,,,0.345,,,,,,,,,,
Chandigarh,India,1446000.0,Infrastructure,City Wide,21.4,8.7,90%,109%,32.2,-4.5,1.0,,,,,,,,,,,0.6,,,,,,,1.0,0.8,0.6,,
Chandigarh,India,1446000.0,Infrastructure,Best Area,30.1,6.4,96%,105%,36.5,-3.1,2.0,,,,,,,,,,,0.1,0.004,,,,,,1.2,0.9,0.7,,
Chandigarh,India,1446000.0,Balanced,City Wide,23.8,7.7,90%,109%,32.7,-4.5,1.0,,,,,,,,,,,0.5,,,,,,,1.0,0.8,0.5,,
Chandigarh,India,1446000.0,Balanced,Best Area,31.5,5.9,96%,105%,37.4,-3.1,,,,,,,,,,,,0.2,0.005,,,,,,1.1,0.9,0.7,,
Chandigarh,India,1446000.0,Destination,City Wide,25.9,7.3,90%,109%,33.8,-4.5,1.0,,,,,,,,,,,0.5,,,,,,,0.9,0.7,0.5,,
Chandigarh,India,1446000.0,Destination,Best Area,33.2,5.0,96%,105%,38.2,-3.1,,,,,,,,,,,,0.1,0.004,,,,,,1.1,0.9,0.7,,
Virginia Beach,VA,457066.0,Infrastructure,City Wide,22.0,16.1,93%,106%,41.7,-3.1,,,0.057,,0.041,,,,0.007,,0.902,,,,,,,,,,0.6,,
Virginia Beach,VA,457066.0,Infrastructure,Best Area,38.1,16.3,101%,101%,54.4,0.0,,,0.198,,,,,,,,0.734,,,,,,,,,,,,
Virginia Beach,VA,457066.0,Balanced,City Wide,23.7,14.0,93%,106%,38.7,-3.1,,,0.06,,0.042,,,,0.007,,0.897,,,,,,,,,,0.6,,
Virginia Beach,VA,457066.0,Balanced,Best Area,37.7,13.7,101%,101%,51.4,0.0,,,0.198,,,,,,,,0.737,,,,,,,,,,,,
Virginia Beach,VA,457066.0,Destination,City Wide,25.1,13.0,93%,106%,39.7,-3.1,,,0.06,,0.042,,,,0.007,,0.897,,,,,,,,,,,,
Virginia Beach,VA,457066.0,Destination,Best Area,38.1,10.2,101%,101%,48.3,0.0,,,0.18,,,,,,0.017,,0.762,,,,,,,,,,,,
Abu Dhabi,United Arab Emirates,1807000.0,Infrastructure,City Wide,23.1,15.0,99%,100%,38.7,-0.4,,,,,,,,,,,,0.4,0.013,,,,,,,,,,
Abu Dhabi,United Arab Emirates,1807000.0,Infrastructure,Best Area,38.1,9.0,97%,105%,47.1,-3.4,,,,,,,,,,,,0.7,,,,,,,,,,,
Abu Dhabi,United Arab Emirates,1807000.0,Balanced,City Wide,23.4,16.0,99%,100%,42.1,-0.4,,,,,,,,,,,,0.4,0.012,,,,,,,,,,
Abu Dhabi,United Arab Emirates,1807000.0,Balanced,Best Area,39.4,12.7,97%,105%,52.1,-3.4,,,,,,,,,,,,0.7,,,,,,,,,,,
Abu Dhabi,United Arab Emirates,1807000.0,Destination,City Wide,23.5,18.0,99%,100%,48.5,-0.4,,,,,,,,,,,,0.4,0.012,,,,,,,,,,
Abu Dhabi,United Arab Emirates,1807000.0,Destination,Best Area,41.5,15.1,97%,105%,56.6,-3.4,,,,,,,,,,,,,,,,,,,,,,,
Savannah,GA,147546.0,Infrastructure,City Wide,21.5,14.2,94%,105%,37.5,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Savannah,GA,147546.0,Infrastructure,Best Area,35.7,6.5,95%,105%,42.2,-3.5,,,,,,,,,,,,,,,,,,4.5,,,,,
Savannah,GA,147546.0,Balanced,City Wide,22.8,14.6,94%,105%,40.5,-2.5,,,,,,,,,,,,,,,,,,,,,,,
Savannah,GA,147546.0,Balanced,Best Area,37.4,8.5,95%,105%,45.9,-3.5,,,,,,,,,,,,,,,,,,5.1,,,,,
Savannah,GA,147546.0,Destination,City Wide,24.0,15.2,94%,105%,41.8,-2.5,,,,,,,,,,,,,,,,,,,1.1,,,,
Savannah,GA,147546.0,Destination,Best Area,39.2,10.2,95%,105%,49.4,-3.5,,,,,,,,,,,,,,,,,,,,,,,
Lusaka District,Zambia,2204059.0,Infrastructure,City Wide,21.7,9.4,96%,104%,32.5,-1.9,,,0.004,,0.002,,0,,0.001,,0.856,,,,,,,,,,,,
Lusaka District,Zambia,2204059.0,Infrastructure,Best Area,31.1,11.8,88%,113%,42.9,-8.9,,,0.012,,0.008,,0,,0.001,,0.81,,,,,,,,,,,,
Lusaka District,Zambia,2204059.0,Balanced,City Wide,22.7,12.8,96%,104%,37.4,-1.9,,,0.007,,0.004,,0,,0.001,,0.828,,,,,,,,,,,,
Lusaka District,Zambia,2204059.0,Balanced,Best Area,35.5,17.9,88%,113%,53.4,-8.9,,0.0,0.012,,0.01,,0,,0,,0.81,,,,,,,,,,,,
Lusaka District,Zambia,2204059.0,Destination,City Wide,23.6,16.4,96%,104%,43.1,-1.9,,,0.007,,0.005,,0,,0.001,,0.822,,,,,,,,,,,,
Lusaka District,Zambia,2204059.0,Destination,Best Area,40.0,22.1,88%,113%,62.1,-8.9,,0.0,0.012,,0.009,,0,,0,,0.818,,,,,,,,,,,,
N’Djamena,Chad,1794000.0,Infrastructure,City Wide,24.1,4.0,106%,94%,28.4,2.8,,,,,,,,,,,,,0.014,,,,,,,,,,
N’Djamena,Chad,1794000.0,Infrastructure,Best Area,28.1,3.0,93%,108%,31.1,-4.5,,0.0,,,,,,,,,,0.6,0.009,,,,,,,,,,
N’Djamena,Chad,1794000.0,Balanced,City Wide,22.7,7.4,106%,94%,30.7,2.8,,,,,,,,,,,,,0.014,,,,,,,,,,
N’Djamena,Chad,1794000.0,Balanced,Best Area,30.1,5.2,93%,108%,35.3,-4.5,,0.0,,,,,,,,,,0.7,0.012,,,,,,,,,,
N’Djamena,Chad,1794000.0,Destination,City Wide,21.3,11.3,106%,94%,33.4,2.8,,,,,,,,,,,,,0.015,,,,,,,,,,
N’Djamena,Chad,1794000.0,Destination,Best Area,32.6,6.4,93%,108%,39.0,-4.5,,0.0,,,,,,,,,,,,,,,,,,,,,
Karachi,Pakistan,2952301.0,Infrastructure,City Wide,21.6,14.3,96%,102%,37.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,
Karachi,Pakistan,18520000.0,Infrastructure,Best Area,35.9,10.9,88%,112%,46.8,-10.2,2.0,,,,,,,,,,,,,,,,,,,,,,
Karachi,Pakistan,18520000.0,Balanced,City Wide,22.6,18.4,96%,102%,42.6,-1.5,,,,,,,,,,,,,,,,,,,,,,,
Karachi,Pakistan,18520000.0,Balanced,Best Area,41.0,11.0,88%,112%,52.0,-10.2,,,,,,,,,,,,,,,,,,,,,,,
Karachi,Pakistan,18520000.0,Destination,City Wide,23.1,23.0,96%,102%,49.2,-1.5,,,,,,,,,,,,,,,,,,,,,,,
Karachi,Pakistan,18520000.0,Destination,Best Area,46.1,12.2,88%,112%,58.3,-10.2,,,,,,,,,,,,,,,,,,,,,,,
Brazzaville,Republic of the Congo,2904570.0,Infrastructure,City Wide,23.9,5.1,108%,90%,29.3,4.0,,,,,,,,,,,,,,,,,,,,,,,
Brazzaville,Republic of the Congo,2904570.0,Infrastructure,Best Area,29.0,3.5,94%,107%,32.5,-4.2,,0.0,,,,,,,,,,,,,,,,,,,,,
Brazzaville,Republic of the Congo,2904570.0,Balanced,City Wide,22.1,8.8,108%,90%,30.9,4.0,,,,,,,,,,,,,,,,,,,,,,,
Brazzaville,Republic of the Congo,2904570.0,Balanced,Best Area,30.9,5.5,94%,107%,36.4,-4.2,,0.0,,,,,,,,,,,,,,,,,,,,,
Brazzaville,Republic of the Congo,2904570.0,Destination,City Wide,19.9,13.3,108%,90%,33.4,4.0,,,,,,,,,,,,,,,,,,,,,,,
Brazzaville,Republic of the Congo,2904570.0,Destination,Best Area,33.2,6.6,94%,107%,39.8,-4.2,,0.0,,,,,,,,,,,,,,,,,,,,,
Hanoi,Vietnam,8807523.0,Infrastructure,City Wide,22.8,11.3,105%,95%,35.8,2.1,,,,,,,,,,,,,,,,,,,,,,,
Hanoi,Vietnam,8807523.0,Infrastructure,Best Area,34.1,17.2,99%,101%,51.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,
Hanoi,Vietnam,8807523.0,Balanced,City Wide,21.8,12.5,105%,95%,35.5,2.1,,,,,,,,,,,,,,,13.0,,,,,,,,
Hanoi,Vietnam,8807523.0,Balanced,Best Area,34.3,15.7,99%,101%,50.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,
Hanoi,Vietnam,8807523.0,Destination,City Wide,20.7,14.0,105%,95%,35.5,2.1,,,,,,,,,,,,,,,11.0,,,,,,,,
Hanoi,Vietnam,8807523.0,Destination,Best Area,34.7,22.9,99%,101%,57.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City,OK,688693.0,Infrastructure,City Wide,22.8,24.4,105%,95%,50.7,2.0,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City,OK,688693.0,Infrastructure,Best Area,47.2,10.3,105%,95%,57.5,4.2,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City,OK,688693.0,Balanced,City Wide,21.8,23.3,105%,95%,47.1,2.0,,,,,,,,,,,,,,,,,,,,,,-27.0,
Oklahoma City,OK,688693.0,Balanced,Best Area,45.1,8.2,105%,95%,53.3,4.2,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City,OK,688693.0,Destination,City Wide,20.8,22.2,105%,95%,44.3,2.0,,,,,,,,,,,,,,,,,,,,,,-29.0,
Oklahoma City,OK,688693.0,Destination,Best Area,43.0,8.3,105%,95%,51.3,4.2,,,,,,,,,,,,,,,,,,,,,,,
Dar es Salaam,Tanzania,5383728.0,Infrastructure,City Wide,23.8,14.5,110%,89%,44.3,4.4,,,0.013,,0.002,,0,,0.007,,,,,,,,,,,,,,
Dar es Salaam,Tanzania,5383728.0,Infrastructure,Best Area,38.3,23.9,94%,107%,62.2,-5.3,,,0.113,,0.064,,0,,,,0.731,,,,,,,,,,,,
Dar es Salaam,Tanzania,5383728.0,Balanced,City Wide,21.7,19.2,110%,89%,47.1,4.4,,,0.016,,0.004,,0,,0.007,,,,,,,,,,,,,,
Dar es Salaam,Tanzania,5383728.0,Balanced,Best Area,40.9,28.5,94%,107%,69.4,-5.3,,,0.117,,0.07,,0,,,,0.751,,,,,,,,,,,,
Dar es Salaam,Tanzania,5383728.0,Destination,City Wide,19.4,24.2,110%,89%,50.0,4.4,,,0.018,,0.006,,0,,0.007,,,,,,,,,,,,,,
Dar es Salaam,Tanzania,5383728.0,Destination,Best Area,43.6,32.4,94%,107%,76.0,-5.3,,,0.118,,0.07,,0,,,,0.752,,,,,,,,,,,,
Harare,Zimbabwe,1849600.0,Infrastructure,City Wide,22.4,10.1,106%,94%,36.3,2.4,,,,,,,,,,,,,,,11.0,,15.0,,,,,,
Harare,Zimbabwe,1849600.0,Infrastructure,Best Area,32.5,9.0,104%,97%,41.5,2.0,,,,,,,,,,,,,,,29.0,,38.0,,,,,,
Harare,Zimbabwe,1849600.0,Balanced,City Wide,21.2,10.1,106%,94%,34.1,2.4,,,,,,,,,,,,,,,12.0,,16.0,,,,,,
Harare,Zimbabwe,1849600.0,Balanced,Best Area,31.3,8.7,104%,97%,40.0,2.0,,,,,,,,,,,,,,,34.0,,43.0,,,,,,
Harare,Zimbabwe,1849600.0,Destination,City Wide,20.0,10.5,106%,94%,32.1,2.4,,,,,,,,,,,,,,,11.0,,15.0,,,,,,
Harare,Zimbabwe,1849600.0,Destination,Best Area,30.5,10.8,104%,97%,41.3,2.0,,,,,,,,,,,,,,,35.0,,46.0,,,,,,
Ho Chi Minh City,Vietnam,9000000.0,Infrastructure,City Wide,20.7,12.4,100%,100%,36.9,-0.2,,,0.021,,0,,0,,,,0.863,,,,,,,,,,,,
Ho Chi Minh City,Vietnam,9000000.0,Infrastructure,Best Area,33.1,11.9,93%,108%,45.0,-5.3,,,0.077,,0,,0,,,,,,,,,,,,,,,,
Ho Chi Minh City,Vietnam,9000000.0,Balanced,City Wide,20.8,14.9,100%,100%,37.9,-0.2,,,0.022,,0,,0,,,,0.861,,,,,,,,,,,,
Ho Chi Minh City,Vietnam,9000000.0,Balanced,Best Area,35.7,15.8,93%,108%,51.5,-5.3,,,0.08,,0,,0,,,,,,0.36,,,,,,,,,,
Ho Chi Minh City,Vietnam,9000000.0,Destination,City Wide,20.9,17.5,100%,100%,41.4,-0.2,,,0.026,,0,,0,,,,0.846,,,,,,,,,,,,
Ho Chi Minh City,Vietnam,9000000.0,Destination,Best Area,38.4,19.5,93%,108%,57.9,-5.3,,,0.071,,0,,0,,,,,,0.364,,,,,,,,,,
Santo Domingo,Dominican Republic,1029110.0,Infrastructure,City Wide,20.5,9.6,100%,100%,30.9,-0.1,,,0.005,,0.001,,0,,0.004,,0.944,,,,,,,,,,,,
Santo Domingo,Dominican Republic,1029110.0,Infrastructure,Best Area,30.1,5.4,90%,110%,35.5,-6.6,,,0.009,,0.001,,0,,0.007,,0.976,,,,,,,,,,,,
Santo Domingo,Dominican Republic,1029110.0,Balanced,City Wide,20.6,12.8,100%,100%,34.8,-0.1,,,0.005,,0.001,,0,,0.004,,0.944,,,,,,,,,,,,
Santo Domingo,Dominican Republic,1029110.0,Balanced,Best Area,33.4,8.0,90%,110%,41.4,-6.6,,,0.008,,0.001,,0,,0.007,,0.976,,,,,,,,,,,,
Santo Domingo,Dominican Republic,1029110.0,Destination,City Wide,20.6,16.1,100%,100%,38.0,-0.1,,,0.006,,0.001,,0,,0.004,,0.944,,,,,,,,,,,,
Santo Domingo,Dominican Republic,1029110.0,Destination,Best Area,36.7,10.5,90%,110%,47.2,-6.6,,,0.009,,0.001,,0,,0.008,,0.978,,,,,,,,,,,,
Ashgabat,Turkmenistan,1030063.0,Infrastructure,City Wide,19.5,7.3,95%,103%,27.7,-1.7,,,,,,,,,,,,,,,,,,,,,,,
Ashgabat,Turkmenistan,1030063.0,Infrastructure,Best Area,26.8,5.9,90%,110%,32.7,-6.1,,0.0,,,,,,,,24.00,,,,,,,,,,,,,
Ashgabat,Turkmenistan,1030063.0,Balanced,City Wide,20.5,9.3,95%,103%,30.9,-1.7,,,,,,,,,,,,,,,,,,,,,,,
Ashgabat,Turkmenistan,1030063.0,Balanced,Best Area,29.8,5.4,90%,110%,35.2,-6.1,,0.0,,,,,,,,21.30,,,,29.0,,,,,,,,,
Ashgabat,Turkmenistan,1030063.0,Destination,City Wide,21.2,11.7,95%,103%,33.8,-1.7,,,,,,,,,,,,,,,,,,,,,,,
Ashgabat,Turkmenistan,1030063.0,Destination,Best Area,32.9,6.9,90%,110%,39.8,-6.1,,0.0,,,,,,,,18.50,,,,26.0,,,,,,,,,
Nashville,TN,684298.0,Infrastructure,City Wide,19.4,21.3,95%,104%,50.8,-1.9,,,,,,,,,,14.80,,,,19.0,,,,,,,,-38.0,
Nashville,TN,684298.0,Infrastructure,Best Area,40.7,18.1,100%,101%,58.8,-0.3,,,,,,,,,,,,,,,,,,,,,,-23.0,
Nashville,TN,684298.0,Balanced,City Wide,20.4,20.3,95%,104%,47.8,-1.9,,,,,,,,,,14.50,,,,18.0,,,,,,,,-37.0,
Nashville,TN,684298.0,Balanced,Best Area,40.7,16.3,100%,101%,57.0,-0.3,,,,,,,,,,,,,,,,,,,,,,-22.0,
