City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road (miles),Shared Road %,Other (miles),Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Raleigh,NC,470763.0,Destination,Best Area,56.7,3.5,105%,96%,60.2,5.4,,,,,,,,,,,,,,,,,,,,,,72.0,
Gainesville,FL,151275.0,Infrastructure,City Wide,44.0,20.0,106%,94%,64.8,4.7,,,,,,,,,,,,,,,,,,,,,,,
Gainesville,FL,151275.0,Infrastructure,Best Area,64.0,3.3,106%,93%,67.3,8.0,,,,,,,,,,,,,,,,,,,,,,,
Gainesville,FL,151275.0,Balanced,City Wide,41.6,18.5,106%,94%,60.7,4.7,,,,,,,,,,,,,,,,,,,,,,,
Gainesville,FL,151275.0,Balanced,Best Area,60.1,2.2,106%,93%,62.3,8.0,,,,,,,,,,,,,,,,,,,,,,,
Gainesville,FL,151275.0,Destination,City Wide,39.3,16.7,106%,94%,56.3,4.7,,,,,,,,,,,,,,,,,,,,,,,
Gainesville,FL,151275.0,Destination,Best Area,56.0,0.9,106%,93%,56.9,8.0,,,,,,,,,,,,,,,,,,,,,,,
Tehran,Iran,9840000.0,Infrastructure,City Wide,36.0,6.4,87%,112%,43.5,-10.5,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
Tehran,Iran,9840000.0,Infrastructure,Best Area,42.4,3.4,85%,113%,45.8,-13.9,,,,,,0.0,,,,,,,,,,,,,,,,,
Tehran,Iran,9840000.0,Balanced,City Wide,41.6,8.1,87%,112%,50.5,-10.5,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,
Tehran,Iran,9840000.0,Balanced,Best Area,49.7,5.1,85%,113%,54.8,-13.9,,,,,,0.0,,,,,,,,,,,,,,,,,
Tehran,Iran,9840000.0,Destination,City Wide,46.5,9.8,87%,112%,57.0,-10.5,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,
Tehran,Iran,9840000.0,Destination,Best Area,56.3,6.3,85%,113%,62.6,-13.9,,,,,,0.0,,,,,,,,,,,,,,,,,
Phoenix,AZ,1624832.0,Infrastructure,City Wide,43.7,15.2,105%,94%,62.3,4.5,,,,,,,,0.0,,,,,,,,,,,,,,,
Phoenix,AZ,1624832.0,Infrastructure,Best Area,58.9,12.3,107%,93%,71.2,7.5,,,,,,,,,,,,,,,,,,,,,,,
Phoenix,AZ,1624832.0,Balanced,City Wide,41.5,13.5,105%,94%,57.3,4.5,,,,,,,,0.0,,,,,,,,,,,,,,,
Phoenix,AZ,1624832.0,Balanced,Best Area,55.0,12.6,107%,93%,67.6,7.5,,,,,,,,,,,,,,,,,,,,,,,
Phoenix,AZ,1624832.0,Destination,City Wide,39.2,12.2,105%,94%,52.4,4.5,,,,,,,,0.0,,,,,,,,,,,,,,,
Phoenix,AZ,1624832.0,Destination,Best Area,51.4,12.5,107%,93%,63.9,7.5,,,,,,,,,,,,,,,,,,,,,,,
Columbus,OH,906480.0,Infrastructure,City Wide,41.7,21.0,101%,98%,64.3,1.1,,,,,,,,,,,,,,,,,,,,,,,
Columbus,OH,906480.0,Infrastructure,Best Area,62.7,5.5,102%,98%,68.2,2.9,,,,,,,,,,,,,,,,,,,,,,69.0,
Columbus,OH,906480.0,Balanced,City Wide,41.3,19.9,101%,98%,64.3,1.1,,,,,,,,,,,,,,,,,,,,,,,
Columbus,OH,906480.0,Balanced,Best Area,61.2,7.1,102%,98%,68.3,2.9,,,,,,,,,,,,,,,,,,,,,,71.0,
Columbus,OH,906480.0,Destination,City Wide,40.6,19.2,101%,98%,63.1,1.1,,,,,,,,,,,,,,,,,,,,,,,
Columbus,OH,906480.0,Destination,Best Area,59.8,8.9,102%,98%,68.7,2.9,,,,,,,,,,,,,,,,,,,,,,72.0,
Doha,Qatar,1186023.0,Infrastructure,City Wide,41.5,20.2,101%,98%,63.0,1.3,,,,,,0.0,,0.0,,,,,0.015,,,0.0,,,,,,,
Doha,Qatar,1186023.0,Infrastructure,Best Area,61.7,1.3,113%,87%,63.0,13.9,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
Doha,Qatar,1186023.0,Balanced,City Wide,41.2,13.6,101%,98%,55.2,1.3,,,,,,0.0,,0.0,,,,,0.015,,,0.0,,,,,,,
Doha,Qatar,1186023.0,Balanced,Best Area,54.8,0.4,113%,87%,55.2,13.9,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
Doha,Qatar,1186023.0,Destination,City Wide,40.2,7.6,101%,98%,47.9,1.3,,,,,,0.0,,0.0,,,,,0.015,,,0.0,,,,,,,
Doha,Qatar,1186023.0,Destination,Best Area,47.8,0.1,113%,87%,47.9,13.9,,,,,,0.0,,0.0,,,,,,,,,,,,,,,
Managua,Nicaragua,1135770.0,Infrastructure,City Wide,41.5,20.2,101%,98%,63.0,1.3,,,,,,0.0,,0.0,,,,,0.015,,,0.0,,,,,,,
Managua,Nicaragua,1135770.0,Infrastructure,Best Area,61.7,1.3,113%,87%,63.0,13.9,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
Managua,Nicaragua,1135770.0,Balanced,City Wide,41.2,13.6,101%,98%,55.2,1.3,,,,,,0.0,,0.0,,,,,0.015,,,0.0,,,,,,,
Managua,Nicaragua,1135770.0,Balanced,Best Area,54.8,0.4,113%,87%,55.2,13.9,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
Managua,Nicaragua,1135770.0,Destination,City Wide,40.2,7.6,101%,98%,47.9,1.3,,,,,,0.0,,0.0,,,,,0.015,,,0.0,,,,,,,
Managua,Nicaragua,1135770.0,Destination,Best Area,47.8,0.1,113%,87%,47.9,13.9,,,,,,0.0,,0.0,,,,,,,,,,,,,,,
Palo Alto,Ireland,599094.0,Infrastructure,City Wide,60.8,-22.2,110%,101%,66.3,5.0,,,,,,,,,,,,,,,,,,,,,,-29.0,-12.0
New Haven,CT,132893.0,Infrastructure,City Wide,38.6,16.6,94%,105%,57.0,-4.2,,,,,,,,,,,,,,,,,,7.7,,,,,
New Haven,CT,132893.0,Infrastructure,Best Area,55.2,4.0,99%,102%,59.2,-1.5,,,,,,,,,,,,,,,,,,8.3,,,,,
New Haven,CT,132893.0,Balanced,City Wide,40.9,14.9,94%,105%,56.9,-4.2,,,,,,,,,,,,,,,,,,7.8,,,,,
New Haven,CT,132893.0,Balanced,Best Area,55.8,3.8,99%,102%,59.6,-1.5,,,,,,,,0.0,,,,,,,,,,9.0,,,,,
New Haven,CT,132893.0,Destination,City Wide,42.8,13.9,94%,105%,57.6,-4.2,,,,,,,,,,,,,,,,,,7.8,,,,,
New Haven,CT,132893.0,Destination,Best Area,56.7,3.3,99%,102%,60.0,-1.5,,,,,,,,0.0,,,,,,,,,,9.0,,,,54.0,
Los Angeles,CA,3857897.0,Infrastructure,City Wide,39.6,12.3,99%,101%,55.2,-1.0,,,,,,,,0.0,,,,,,,,,,4.1,,,,,
Los Angeles,CA,3857897.0,Infrastructure,Best Area,51.9,9.3,101%,101%,61.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,CA,3857897.0,Balanced,City Wide,40.2,11.4,99%,101%,53.4,-1.0,,,,,,,,0.0,,,,,,,,,,4.1,,,,,
Los Angeles,CA,3857897.0,Balanced,Best Area,51.6,11.1,101%,101%,62.7,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,CA,3857897.0,Destination,City Wide,40.6,11.7,99%,101%,54.2,-1.0,,,,,,,,0.0,,,,,,,,,,4.1,,,,,
Los Angeles,CA,3857897.0,Destination,Best Area,52.3,12.4,101%,101%,64.7,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Lima,Peru,10092000.0,Infrastructure,City Wide,35.6,29.0,90%,109%,71.1,-7.2,,,,,,,,,,,,,,,,,,,,,,,
Lima,Peru,10092000.0,Infrastructure,Best Area,64.6,10.3,92%,108%,74.9,-11.4,,,,,,,,,,,,,,,,,,,,,,,
Lima,Peru,10092000.0,Balanced,City Wide,39.4,31.1,90%,109%,77.4,-7.2,,,,,,,,,,,,,,,,,,,,,,,
Lima,Peru,10092000.0,Balanced,Best Area,70.5,10.1,92%,108%,80.6,-11.4,,,,,,,,,,,,,,,,,,,,,,,
Lima,Peru,10092000.0,Destination,City Wide,42.8,33.2,90%,109%,83.2,-7.2,,,,,,,,,,,,,,,,,,,,,,,
Lima,Peru,10092000.0,Destination,Best Area,76.0,10.0,92%,108%,86.0,-11.4,,,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,767131.0,Infrastructure,City Wide,37.9,28.3,97%,102%,69.1,-2.0,,,,,,0.0,,,,,,,,,,,,,,,,,
Zagreb,Croatia,767131.0,Infrastructure,Best Area,66.2,3.7,94%,105%,69.9,-7.6,,,,,,,,,,,,,,,,,,,,,,,11.0
Zagreb,Croatia,767131.0,Balanced,City Wide,39.0,31.1,97%,102%,73.1,-2.0,,,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,767131.0,Balanced,Best Area,70.1,5.0,94%,105%,75.1,-7.6,,,,,,,,,,,,,,,,,,,,,,,8.0
Zagreb,Croatia,767131.0,Destination,City Wide,39.9,33.9,97%,102%,77.3,-2.0,,,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,767131.0,Destination,Best Area,73.8,6.1,94%,105%,79.9,-7.6,,,,,,,,,,,,,,,,,,,,,,,10.0
Miami,FL,446663.0,Infrastructure,City Wide,36.8,14.4,95%,105%,52.1,-4.1,,,,,,,,0.0,,,,,,,,,,4.4,,,,,
Miami,FL,446663.0,Infrastructure,Best Area,51.2,5.2,100%,101%,56.4,-0.6,,,,,,,,,,,,,,,,,,,,,,,
Miami,FL,446663.0,Balanced,City Wide,38.9,12.3,95%,105%,52.3,-4.1,,,,,,,,0.0,,,,,,,,,,4.3,,,,,
Miami,FL,446663.0,Balanced,Best Area,51.2,7.0,100%,101%,58.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,
Miami,FL,446663.0,Destination,City Wide,40.9,10.9,95%,105%,53.7,-4.1,,,,,,,,0.0,,,,,,,,,,4.3,,,,,
Miami,FL,446663.0,Destination,Best Area,51.8,8.2,100%,101%,60.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,
Aalborg Municipality,Denmark,121878.0,Infrastructure,City Wide,41.6,32.0,107%,92%,74.0,6.0,,,0.44,,0.339,,,,0.01,,,,,,,,,,,,,,
Aalborg Municipality,Denmark,121878.0,Infrastructure,Best Area,73.6,1.2,105%,95%,74.8,6.9,,,0.433,,0.337,,,,0.01,,,,,,,,,,,,,,
Aalborg Municipality,Denmark,121878.0,Balanced,City Wide,38.7,31.5,107%,92%,70.5,6.0,,,0.44,,0.339,,,,0.01,,,,,,,,,,,,,,
Aalborg Municipality,Denmark,121878.0,Balanced,Best Area,70.2,0.9,105%,95%,71.1,6.9,,,0.433,,0.337,,,,0.01,,,,,,,,,,,,,,
Aalborg Municipality,Denmark,121878.0,Destination,City Wide,35.6,31.1,107%,92%,66.9,6.0,,,0.438,,0.337,,,,0.01,,,,,,,,,,,,,,
Aalborg Municipality,Denmark,121878.0,Destination,Best Area,66.7,0.5,105%,95%,67.2,6.9,,,0.433,,0.337,,,,0.01,,,,,,,,,,,,,,
Dakar,Senegal,1278469.0,Infrastructure,City Wide,32.0,5.6,83%,114%,39.6,-11.9,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
Dakar,Senegal,1278469.0,Infrastructure,Best Area,37.6,2.4,81%,116%,40.0,-15.9,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,1.2,1.1,,,
Dakar,Senegal,1278469.0,Balanced,City Wide,38.4,7.8,83%,114%,49.1,-11.9,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
Dakar,Senegal,1278469.0,Balanced,Best Area,46.2,3.5,81%,116%,49.7,-15.9,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,1.2,,,,
Dakar,Senegal,1278469.0,Destination,City Wide,43.9,9.6,83%,114%,57.0,-11.9,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
Dakar,Senegal,1278469.0,Destination,Best Area,53.5,4.2,81%,116%,57.7,-15.9,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,1.2,,,,
New Orleans,LA,376035.0,Infrastructure,City Wide,37.6,15.3,98%,102%,56.2,-1.4,,,,,,,,,,,,,,,,,,4.3,,,,,
New Orleans,LA,376035.0,Infrastructure,Best Area,52.9,4.6,97%,105%,57.5,-4.3,,,,,,,,,,,,,,,,,,6.6,,,,,
New Orleans,LA,376035.0,Balanced,City Wide,38.4,16.3,98%,102%,59.0,-1.4,,,,,,,,,,,,,,,,,,4.3,,,,,
New Orleans,LA,376035.0,Balanced,Best Area,54.7,5.9,97%,105%,60.6,-4.3,,,,,,,,,,,,,,,,,,6.9,,,,,
New Orleans,LA,376035.0,Destination,City Wide,39.0,18.2,98%,102%,61.7,-1.4,,,,,,,,,,,,,,,,,,4.3,,,,,
New Orleans,LA,376035.0,Destination,Best Area,57.2,6.6,97%,105%,63.8,-4.3,,,,,,,,,,,,,,,,,,7.3,,,,59.0,
Colombo,Sri Lanka,752993.0,Infrastructure,City Wide,32.7,3.9,86%,113%,37.4,-10.3,,,,0.0,,,,,,,,0.7,,,,,,,,,,,
Colombo,Sri Lanka,752993.0,Infrastructure,Best Area,36.6,1.2,86%,114%,37.8,-11.9,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Colombo,Sri Lanka,752993.0,Balanced,City Wide,38.2,4.5,86%,113%,42.9,-10.3,,,,0.0,,,,,,,,0.6,0.016,,,,,,,,,,
Colombo,Sri Lanka,752993.0,Balanced,Best Area,42.7,1.2,86%,114%,43.9,-11.9,,,,0.0,,0.0,,,,,,0.7,,,,,,,,,,,
Colombo,Sri Lanka,752993.0,Destination,City Wide,43.0,5.5,86%,113%,48.9,-10.3,,,,0.0,,,,,,,,0.6,0.015,,,,,,,,,,
Colombo,Sri Lanka,752993.0,Destination,Best Area,48.5,1.0,86%,114%,49.5,-11.9,,,,0.0,,0.0,,,,,,0.5,0.012,,,,,,,1.0,,,
Recife,Brazil,1488920.0,Infrastructure,City Wide,35.0,11.3,92%,107%,48.5,-5.7,,,,,,,,,,,,,,,,,,,,,,,
Recife,Brazil,1488920.0,Infrastructure,Best Area,46.3,6.2,94%,106%,52.5,-5.7,,,,,,,,,,,,,,,,,,5.2,,,,,
Recife,Brazil,1488920.0,Balanced,City Wide,38.0,11.2,92%,107%,51.5,-5.7,,,,,,,,,,,,,,,,,,,,,,,
Recife,Brazil,1488920.0,Balanced,Best Area,49.2,4.8,94%,106%,54.0,-5.7,,,,,,,,0.0,,,,,,,,,,5.2,,,,,
Recife,Brazil,1488920.0,Destination,City Wide,40.7,11.3,92%,107%,54.4,-5.7,,,,,,,,,,,,,,,,,,,,,,,
Recife,Brazil,1488920.0,Destination,Best Area,52.0,4.0,94%,106%,56.0,-5.7,,,,,,,,0.0,,,,,,,,,,5.2,,,,,
Orlando,FL,325000.0,Infrastructure,City Wide,38.7,21.7,102%,97%,63.3,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,
Orlando,FL,325000.0,Infrastructure,Best Area,60.4,3.7,108%,91%,64.1,9.4,,,,,,,,0.0,,,,,,,,,,,,,,,
Orlando,FL,325000.0,Balanced,City Wide,37.8,18.1,102%,97%,57.5,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,
Orlando,FL,325000.0,Balanced,Best Area,55.9,2.1,108%,91%,58.0,9.4,,,,,,,,0.0,,,,,,,,,,,,,,,
Orlando,FL,325000.0,Destination,City Wide,36.7,14.3,102%,97%,51.3,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,
Orlando,FL,325000.0,Destination,Best Area,51.0,1.5,108%,91%,52.5,9.4,,,,,,,,0.0,,,,,,,,,,,,,,,
San Jose,Costa Rica,350000.0,Infrastructure,City Wide,31.6,8.9,84%,114%,43.7,-11.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
San Jose,Costa Rica,350000.0,Infrastructure,Best Area,40.5,9.2,83%,115%,49.7,-15.6,,,,,,,,0.0,,,,,,,,,,,,,,,
San Jose,Costa Rica,350000.0,Balanced,City Wide,37.6,11.3,84%,114%,52.7,-11.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
San Jose,Costa Rica,350000.0,Balanced,Best Area,48.9,10.3,83%,115%,59.2,-15.6,,,,,,,,0.0,,,,,,,,,,,,,,,
San Jose,Costa Rica,350000.0,Destination,City Wide,42.8,13.3,84%,114%,60.3,-11.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
San Jose,Costa Rica,350000.0,Destination,Best Area,56.1,11.4,83%,115%,67.5,-15.6,,,,,,,,0.0,,,,,,,,,,,,,,,
Akron,OH,189526.0,Infrastructure,City Wide,37.0,19.4,99%,102%,59.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Akron,OH,189526.0,Infrastructure,Best Area,56.4,8.1,105%,95%,64.5,5.3,,,,,,,,,,,,,,,,,,,,,,,
Akron,OH,189526.0,Balanced,City Wide,37.5,16.4,99%,102%,55.9,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Akron,OH,189526.0,Balanced,Best Area,53.9,5.6,105%,95%,59.5,5.3,,,,,,,,,,,,,,,,,,,,,,,
Akron,OH,189526.0,Destination,City Wide,38.1,13.0,99%,102%,53.1,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Akron,OH,189526.0,Destination,Best Area,51.1,3.5,105%,95%,54.6,5.3,,,,,,,,,,,,,,,,,,,,,,,
Lome,Togo,837437.0,Infrastructure,City Wide,31.2,3.7,84%,114%,35.6,-11.1,,0.0,,0.0,,,,0.0,,,,,0.423,,,0.0,,,,,,,
Lome,Togo,837437.0,Infrastructure,Best Area,34.9,1.8,82%,115%,36.7,-14.2,,0.0,,0.0,,0.0,,0.0,,24.40,,,0.555,,,0.0,,,1.2,1.1,,,
Lome,Togo,837437.0,Balanced,City Wide,37.2,5.4,84%,114%,43.6,-11.1,,0.0,,0.0,,,,0.0,,,,,0.423,,,0.0,,,,,,,
Lome,Togo,837437.0,Balanced,Best Area,42.6,2.5,82%,115%,45.1,-14.2,,0.0,,0.0,,0.0,,0.0,,,,,0.559,,,0.0,,,1.2,,,,
Lome,Togo,837437.0,Destination,City Wide,42.3,6.8,84%,114%,50.3,-11.1,,0.0,,0.0,,,,0.0,,,,,0.422,,,0.0,,,,,,,
Lome,Togo,837437.0,Destination,Best Area,49.1,3.4,82%,115%,52.5,-14.2,,0.0,,0.0,,0.0,,0.0,,,,,0.533,,,0.0,,,1.2,,,,
Sioux Falls,SD,224676.0,Infrastructure,City Wide,38.7,21.9,104%,96%,61.6,3.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Sioux Falls,SD,224676.0,Infrastructure,Best Area,60.6,5.5,108%,93%,66.1,8.2,,,,,,,,,,,,,,,,,,,,,,,
Sioux Falls,SD,224676.0,Balanced,City Wide,37.2,19.1,104%,96%,56.9,3.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Sioux Falls,SD,224676.0,Balanced,Best Area,56.3,3.7,108%,93%,60.0,8.2,,,,,,,,,,,,,,,,,,,,,,,
Sioux Falls,SD,224676.0,Destination,City Wide,35.6,16.8,104%,96%,52.7,3.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Sioux Falls,SD,224676.0,Destination,Best Area,52.4,1.9,108%,93%,54.3,8.2,,,,,,,,,,,,,,,,,,,,,,,
Moscow,Russia,12757000.0,Infrastructure,City Wide,33.2,18.7,90%,108%,57.2,-6.9,,,,,,,,,,11.90,,,0.392,,,,,,,,,,
Moscow,Russia,12757000.0,Infrastructure,Best Area,51.9,13.2,95%,106%,65.1,-6.0,,,,,,,,,,,,,0.366,,,,,,,,,,
Moscow,Russia,12757000.0,Balanced,City Wide,37.0,17.5,90%,108%,58.6,-6.9,,,,,,,,,,11.30,,,0.399,,,,,,,,,,
Moscow,Russia,12757000.0,Balanced,Best Area,54.5,14.8,95%,106%,69.3,-6.0,,,,,,,,,,,,,,,,,,,,,,,
Moscow,Russia,12757000.0,Destination,City Wide,40.1,17.8,90%,108%,59.7,-6.9,,,,,,,,,,11.20,,,0.398,,,,,,,,,,
Moscow,Russia,12757000.0,Destination,Best Area,57.9,20.0,95%,106%,77.9,-6.0,,,,,,,,,,,,,,,,,,,,,,,
Podgorica,Montenegro,179505.0,Infrastructure,City Wide,34.7,12.4,94%,106%,47.3,-4.4,,,,,,,,,,,,,,,,,,,,,,,
Podgorica,Montenegro,179505.0,Infrastructure,Best Area,47.1,1.8,92%,107%,48.9,-7.6,,,,,,0.0,,,,,,,,,,,,,,,,,
Podgorica,Montenegro,179505.0,Balanced,City Wide,37.0,14.0,94%,106%,51.2,-4.4,,,,,,,,,,,,,,,,,,,,,,,
Podgorica,Montenegro,179505.0,Balanced,Best Area,51.0,1.4,92%,107%,52.4,-7.6,,,,,,0.0,,,,,,,,,,,,,,,,,
Podgorica,Montenegro,179505.0,Destination,City Wide,39.1,15.6,94%,106%,54.9,-4.4,,,,,,,,,,,,,,,,,,,,,,,
Podgorica,Montenegro,179505.0,Destination,Best Area,54.7,1.1,92%,107%,55.8,-7.6,,,,,,0.0,,,,,,,,,,,,,,,,,
San Salvador,El Salvador,330543.0,Infrastructure,City Wide,32.0,6.5,86%,111%,39.4,-9.2,,,,0.0,,,,,,,,,,,,0.0,,,,0.9,,,
San Salvador,El Salvador,330543.0,Infrastructure,Best Area,38.5,4.2,89%,112%,42.7,-10.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
San Salvador,El Salvador,330543.0,Balanced,City Wide,37.0,6.4,86%,111%,43.8,-9.2,,,,,,,,,,,,,,,,0.0,,,,,,,
San Salvador,El Salvador,330543.0,Balanced,Best Area,43.4,2.7,89%,112%,46.1,-10.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
San Salvador,El Salvador,330543.0,Destination,City Wide,41.2,7.3,86%,111%,49.4,-9.2,,,,,,,,,,,,,,,,0.0,,,,,,,
San Salvador,El Salvador,330543.0,Destination,Best Area,48.5,3.2,89%,112%,51.7,-10.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
Isfahan,Iran,2238000.0,Infrastructure,City Wide,35.3,13.2,96%,104%,53.8,-3.1,,,,,,,,,,,,,,,,0.0,,0.2,,,,,
Isfahan,Iran,2238000.0,Infrastructure,Best Area,48.5,8.0,93%,107%,56.5,-7.3,,,,,,0.0,,,,,,,,,,0.0,,0.2,,,,,
Isfahan,Iran,2238000.0,Balanced,City Wide,36.9,15.1,96%,104%,58.3,-3.1,,,,,,,,,,,,,,,,0.0,,0.2,,,,,
Isfahan,Iran,2238000.0,Balanced,Best Area,52.0,9.4,93%,107%,61.4,-7.3,,,,,,0.0,,,,,,,,,,0.0,,0.2,,,,,
Isfahan,Iran,2238000.0,Destination,City Wide,38.4,17.4,96%,104%,62.3,-3.1,,,,,,,,,,,,,,,,0.0,,0.2,,,,,
Isfahan,Iran,2238000.0,Destination,Best Area,55.8,10.1,93%,107%,65.9,-7.3,,,,,,0.0,,,,,,,0.008,,,0.0,,0.2,,,,,
Riverside,CA,316241.0,Infrastructure,City Wide,38.6,19.2,105%,95%,61.9,3.6,,,,,,,,,,,,,,,,,,,,,,35.0,
Riverside,CA,316241.0,Infrastructure,Best Area,57.8,6.1,110%,89%,63.9,11.0,,,,,,,,,,,,,,,,,,,,,,53.0,
Riverside,CA,316241.0,Balanced,City Wide,36.9,15.5,105%,95%,55.3,3.6,,,,,,,,,,,,,,,,,,,,,,,
Riverside,CA,316241.0,Balanced,Best Area,52.4,5.3,110%,89%,57.7,11.0,,,,,,,,,,,,,,,,,,,,,,,
Riverside,CA,316241.0,Destination,City Wide,35.0,11.8,105%,95%,49.3,3.6,,,,,,,,,,,,,,,,,,,,,,,
Riverside,CA,316241.0,Destination,Best Area,46.8,4.8,110%,89%,51.6,11.0,,,,,,,,,,,,,,,,,,,,,,,
Merida,Mexico,921771.0,Infrastructure,City Wide,35.4,9.1,96%,103%,46.7,-2.6,,,0.074,,0.067,,0.005,0.0,0.002,,0.91,,0.017,,,,,,,,,,
Merida,Mexico,921771.0,Infrastructure,Best Area,44.5,5.1,97%,104%,49.6,-2.9,,,0.132,,,0.0,0.003,0.0,0.002,,0.859,,0.01,,,,,,,,,,
Merida,Mexico,921771.0,Balanced,City Wide,36.8,8.9,96%,103%,47.5,-2.6,,,0.078,,0.07,,0.005,0.0,0.002,,0.907,,,,,,,,,,,,
Merida,Mexico,921771.0,Balanced,Best Area,45.7,4.1,97%,104%,49.8,-2.9,,,0.127,,,0.0,0.003,0.0,0.002,,0.865,,0.009,,,,,,,,,,
Merida,Mexico,921771.0,Destination,City Wide,38.0,9.4,96%,103%,48.3,-2.6,,,0.081,,0.073,,0.005,0.0,0.002,,0.906,,0.015,,,,,,,,,,
Merida,Mexico,921771.0,Destination,Best Area,47.4,6.2,97%,104%,53.6,-2.9,,,0.118,,,0.0,0.003,0.0,0.002,,0.874,,0.009,,,,,,,,,,
Richmond,VA,229000.0,Infrastructure,City Wide,35.4,13.0,96%,103%,50.2,-2.4,,,0.1,,0.039,,,0.0,0.001,,,,,,,,,,,,,,
Richmond,VA,229000.0,Infrastructure,Best Area,48.4,8.9,95%,106%,57.3,-5.8,,,0.157,,0.078,,,0.0,0,,,,,,,,,,,,,,
Richmond,VA,229000.0,Balanced,City Wide,36.7,14.4,96%,103%,53.6,-2.4,,,0.1,,0.039,,,0.0,0.001,,,,,,,,,,,,,,
Richmond,VA,229000.0,Balanced,Best Area,51.1,5.8,95%,106%,56.9,-5.8,,,0.154,,0.076,,,0.0,0,,,,,,,,,,,,,,
Richmond,VA,229000.0,Destination,City Wide,37.8,16.4,96%,103%,56.6,-2.4,,,0.109,,0.046,,,0.0,0.001,,,,,,,,,,,,,,
Richmond,VA,229000.0,Destination,Best Area,54.2,5.5,95%,106%,59.7,-5.8,,,0.142,,0.069,,,0.0,0,,,,,,,,,,,,,,
Tampa,FL,393389.0,Infrastructure,City Wide,36.4,16.9,99%,100%,55.5,-0.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Tampa,FL,393389.0,Infrastructure,Best Area,53.3,10.2,103%,96%,63.5,3.5,,,,,,,,0.0,,,,,,,,,,,,,,,
Tampa,FL,393389.0,Balanced,City Wide,36.6,15.1,99%,100%,52.7,-0.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Tampa,FL,393389.0,Balanced,Best Area,51.7,5.1,103%,96%,56.8,3.5,,,,,,,,0.0,,,,,,,,,,,,,,,
Tampa,FL,393389.0,Destination,City Wide,36.5,13.3,99%,100%,52.2,-0.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Tampa,FL,393389.0,Destination,Best Area,49.8,4.3,103%,96%,54.1,3.5,,,,,,,,0.0,,,,,,,,,,,,,,,
Brisbane,QLD,1242825.0,Infrastructure,City Wide,37.8,28.1,104%,95%,67.7,3.3,,,,,,,,,,,,,,,,,,,,,,,
Brisbane,QLD,1242825.0,Infrastructure,Best Area,65.9,9.1,105%,94%,75.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
Brisbane,QLD,1242825.0,Balanced,City Wide,36.3,26.2,104%,95%,64.7,3.3,,,,,,,,,,,,,,,,,,,,,,,
